epoch,train_loss,val_loss,val_roc_auc_score
1,0.5658828560656183,0.5316830277442932,0.8433622014771491
2,0.4884840327524178,0.4153999090194702,0.8526537447356253
3,0.46768823786568964,0.38255971670150757,0.8659068471238082
4,0.44581268170058386,0.4488510489463806,0.86248890888414
5,0.43547945985867287,0.4021777808666229,0.865494445069296
6,0.42002995686888006,0.4319285452365875,0.8666566690411027
7,0.40351200485584143,0.4481073319911957,0.8649383271473025
8,0.38386778230287294,0.40992099046707153,0.8646009072845199
9,0.37148383304104926,0.3216630816459656,0.8629013109386521
10,0.3544559458023985,0.41869693994522095,0.8568527474724753
11,0.33290226166914155,0.39130985736846924,0.8564653394818731
12,0.31607881849077524,0.4136768877506256,0.8485297241905048
13,0.29603417531628295,0.4054069519042969,0.8515977455354353
14,0.26995056243380977,0.48611411452293396,0.8355265624414202
15,0.255013310770556,0.39811447262763977,0.8470675714517801
16,0.2316642278615893,0.42947065830230713,0.8413189367525211
