epoch,train_loss,val_loss,val_roc_auc_score
1,1.328817121889077,0.5283545851707458,0.8261790372742885
2,1.2444491442512065,0.5092905163764954,0.829770691175788
3,1.2341252726667067,0.5105305910110474,0.8319929907626606
4,1.253183434757532,0.511093020439148,0.8294051432019681
5,1.202276040759741,0.5289772152900696,0.831929164925962
6,1.188115222080081,0.4663878083229065,0.8302000649863065
7,1.1836206216438143,0.44651132822036743,0.834673675904006
8,1.1774381352405923,0.47413355112075806,0.8335596249361741
9,1.167423646590289,0.4703251123428345,0.82949217843383
10,1.1981272774584153,0.45416560769081116,0.8321032353896857
11,1.1575246773514094,0.48247256875038147,0.8384684120131829
12,1.1474991604393603,0.4673675298690796,0.8355962493617416
13,1.177484629200954,0.4832387864589691,0.8318595367404726
14,1.1313471436500548,0.4740498661994934,0.8296198301072274
15,1.1218500149016286,0.4914272725582123,0.8286856519519101
16,1.151301169161703,0.4878186881542206,0.8256046047440003
17,1.1266450802485148,0.4259531497955322,0.822012950842501
18,1.1675124301629909,0.49634650349617004,0.8268985285243466
19,1.106098064955543,0.48044919967651367,0.8250011604697582
20,1.1033167874111849,0.5589300394058228,0.8262950842501045
21,1.086540310756833,0.505194365978241,0.8316100357424685
