epoch,train_loss,val_loss,val_roc_auc_score
1,0.5622729913945768,0.5513224005699158,0.8417614028383701
2,0.4823587717317088,0.46244585514068604,0.8527423069982698
3,0.4563727251120976,0.43699273467063904,0.8517551401670753
4,0.43748954052211253,0.43566104769706726,0.8519992782005966
5,0.4243634955815373,0.4317004978656769,0.8596949336050695
6,0.4088017378738715,0.47251683473587036,0.8562716937872177
7,0.3934683023337749,0.45235154032707214,0.8597214703478437
8,0.380449782597692,0.39666470885276794,0.8592438089779108
9,0.36229165417457515,0.41083505749702454,0.8583840185120318
10,0.3458132376919871,0.46610990166664124,0.8530607479115584
11,0.3256691266470926,0.39749351143836975,0.8490059336156844
12,0.3072613819179703,0.5582205653190613,0.8489369380844718
13,0.2860381587348339,0.4363943934440613,0.8335987007610738
14,0.26704841121710443,0.451166570186615,0.8456039231920518
15,0.24837694874802446,0.5659338235855103,0.8399409822840704
16,0.22974577635789104,0.47398465871810913,0.8424088993620567
17,0.20688386133155712,0.529782235622406,0.8300268551836872
