epoch,train_loss,val_loss,val_roc_auc_score
1,0.5568193646622639,0.534690797328949,0.8302174720326788
2,0.47869908990813237,0.5063540935516357,0.8388223552894212
3,0.45577792379201626,0.5308118462562561,0.847050085874762
4,0.4416736267068807,0.5073899030685425,0.8480654969131505
5,0.4255086406773212,0.3724311590194702,0.8500324931532284
6,0.4151204619045351,0.5299535989761353,0.8460926983242817
7,0.3996761704192442,0.41883203387260437,0.8471313187578332
8,0.38345122004256527,0.5157367587089539,0.8436673165297313
9,0.3663337298906317,0.3793465495109558,0.848187346237757
10,0.3511565813392985,0.42696306109428406,0.8448567980318432
11,0.3365087906811752,0.4004113972187042,0.8467599684352225
12,0.30937700549177094,0.47920167446136475,0.8428317783038572
13,0.2920350055192031,0.4364888668060303,0.839187903263241
14,0.2746372126919382,0.4423339068889618,0.8360952513577496
15,0.25232725392515754,0.5154808163642883,0.8323411316901081
