epoch,train_loss,val_loss,val_roc_auc_score
1,1.3344713383250766,0.4590313136577606,0.8539721816068684
2,1.2679555507455291,0.4488386809825897,0.8571714217873254
3,1.2505484063506582,0.4623657464981079,0.8557655056923981
4,1.2780202654586441,0.4497447907924652,0.8629512990664717
5,1.2274750391185512,0.4222514033317566,0.8614891463277472
6,1.2166444978951494,0.449655681848526,0.8665879353653506
7,1.2648094885650722,0.4391835927963257,0.8680313425561429
8,1.2004742380302984,0.4108036160469055,0.8696809507741912
9,1.2364634463841888,0.46302634477615356,0.8675502068258788
10,1.176288860511049,0.40178239345550537,0.8661942788587711
11,1.1990441828395215,0.4031663239002228,0.8643884577412865
12,1.1640381486479807,0.3799002766609192,0.8692435546557693
13,1.1566948077687815,0.39302361011505127,0.8683562653869705
14,1.1936733138058835,0.40860822796821594,0.8653632262337696
15,1.1370454563034906,0.426229327917099,0.8659380897036953
16,1.1841001289100939,0.4398706555366516,0.8580337169922144
17,1.1234751825588416,0.3982323408126831,0.8689623714367838
18,1.1311904450029249,0.41678181290626526,0.8626013821717342
